Id,Sales
317,14747.644
318,10232.803
319,10237.897
320,9269.257
321,13578.575
322,10555.167
323,10110.334
324,9666.941
325,12152.762
326,10986.87
327,10583.997
328,10681.862
329,8740.985
330,11630.578
331,10432.213
332,11085.95
333,11938.754
334,12493.946
335,13689.139
336,9113.956
337,13073.749
338,10475.399
339,10569.211
340,10635.862
341,9226.1
342,11441.311
343,8612.624
344,10136.592
345,11971.539
346,13509.304
347,11613.515
348,11100.256
349,10581.072
350,13504.447
351,12968.669
352,8376.142
353,10559.467
354,10662.386
355,11890.91
356,11458.545
357,10329.678
358,10920.678
359,12120.596
360,13804.219
361,9992.308
362,13274.344
363,12885.635
364,10270.342
365,9174.232
366,8409.733
367,10128.802
368,9668.808
369,10696.744
370,11305.71
371,11768.5205
372,10502.247
373,10871.139
374,10540.424
375,11066.6045
376,11995.464
377,10291.371
378,11041.371
379,13193.1455
380,9513.348
381,8776.171
382,9841.909
383,9902.6875
384,13065.062
385,8178.7363
386,9363.501
387,11342.923
388,11705.942
389,10177.642
390,11752.198
391,11379.2705
392,10201.23
393,10118.627
394,10017.357
395,11275.546
396,8258.476
397,9624.303
398,12591.211
399,11066.296
400,11323.268
401,10696.655
402,13799.755
403,10688.988
404,12919.374
405,14423.984
406,10156.807
407,11263.008
408,10660.441
409,13309.358
410,14115.844
411,12003.806
412,12310.115
413,10671.349
414,9338.334
415,9694.071
416,13050.811
417,11929.599
418,9504.873
419,10889.822
420,11396.184
421,13252.697
422,9820.207
423,9998.39
424,10547.05
425,8373.535
426,10299.473
427,13130.498
428,11029.059
429,9504.933
430,10811.629
431,9222.193
432,10435.543
433,10467.332
434,13035.824
435,10305.991
436,10958.301
437,8827.911
438,11392.797
439,9749.071
440,10862.784
441,8286.494
442,12252.1
443,11636.593
444,10713.667
445,12816.788
446,12201.362
447,10779.035
448,11309.316
449,10599.513
450,11146.523
451,9995.019
452,8200.336
453,10898.986
454,8509.412
455,14274.036
456,13104.599
457,9136.028
458,8579.954
459,10903.992
460,10621.431
461,10856.574
462,12694.951
463,9282.632
464,9325.387
465,10990.813
466,10873.23
467,10321.877
468,10070.844
469,11981.524
470,11208.65
471,8975.72
472,11645.017
473,12192.719
474,11212.165
475,10802.622
476,11440.255
477,11295.812
478,12363.141
479,8003.0493
480,870.1178
481,11096.855
482,10379.712
483,9995.6045
484,9482.584
485,10380.617
486,10503.708
487,10755.071
488,10206.419
489,10780.814
490,10831.956
491,14033.498
492,10126.053
493,10572.356
494,14464.072
495,8645.827
496,9129.84
497,9905.654
498,12864.5205
499,13702.468
500,9342.859
501,9438.152
502,10709.367
503,8955.0625
504,10651.078
505,10538.907
506,9476.771
507,8931.726
508,9280.741
509,10430.837
510,10610.687
511,9728.245
512,11374.132
513,10414.454
514,11129.241
515,11265.829
516,11638.548
517,11210.734
518,12573.421
519,11280.317
520,11627.488
521,11620.082
522,12509.69
523,10602.78
524,12509.798
525,10800.296
526,9094.27
527,10676.226
528,12150.713
529,9858.937
530,11378.687
531,9645.332
532,8710.361
533,11645.264
534,8796.565
535,9690.336
536,9936.716
537,9889.934
538,10168.3545
539,14814.385
540,10966.242
541,9886.074
542,12090.26
543,11308.701
544,0.0
545,11299.568
546,11039.613
547,12056.66
548,11253.975
549,11900.118
550,10994.151
551,10320.595
552,10516.722
553,11492.244
554,8879.815
555,10639.583
556,10771.481
557,10035.595
558,10708.2295
559,12034.087
560,10064.944
561,9965.67
562,9823.033
563,10324.728
564,11052.692
565,13104.031
566,11893.197
567,11376.084
568,13652.631
569,8964.86
570,10869.666
571,9286.585
572,10571.28
573,13177.501
574,10377.315
575,11554.311
576,10390.465
577,11339.774
578,11117.08
579,10808.639
580,10445.636
581,11978.731
582,9732.212
583,8844.456
584,9531.5205
585,14735.765
586,10397.916
587,10255.731
588,8631.023
589,10928.65
590,9716.524
591,11535.694
592,11667.912
593,10200.342
594,9075.692
595,14566.646
596,13610.366
597,8407.836
598,11336.582
599,11022.627
600,9297.324
601,8776.956
602,12889.41
603,9355.492
604,10174.444
605,9318.541
606,10676.572
607,10282.958
608,9354.654
609,11497.319
610,9857.376
611,10483.277
612,10625.095
613,10142.457
614,9567.155
615,10843.345
616,11031.299
617,13337.548
618,10759.929
619,9274.487
620,9819.937
621,10645.572
622,10471.785
623,10436.533
624,11029.845
625,11749.494
626,12685.709
627,10123.331
628,10001.3
629,9566.741
630,9844.471
631,9361.174
632,9484.074
633,8859.204
634,14234.818
635,9641.404
636,9256.292
637,10704.089
638,9753.227
639,10793.239
640,8655.961
641,12413.835
642,10772.576
643,10746.501
644,10714.637
645,10160.723
646,9272.27
647,13681.385
648,11109.784
649,10843.613
650,12879.005
651,8209.111
652,9307.702
653,10328.3
654,10218.303
655,10821.109
656,9744.369
657,12964.596
658,10673.561
659,10708.949
660,11207.877
661,11149.812
662,11774.7
663,9844.511
664,9718.414
665,12226.993
666,11438.76
667,10089.411
668,11729.774
669,9786.295
670,10133.952
671,11284.144
672,9108.737
673,10438.72
674,10543.845
675,10136.906
676,8789.481
677,815.94934
678,11478.904
679,8670.981
680,7329.735
681,10084.603
682,10083.3955
683,8394.381
684,9288.421
685,10223.556
686,11477.471
687,10850.251
688,9485.947
689,9546.324
690,9671.182
691,13474.218
692,7411.2827
693,10459.552
694,10041.009
695,9811.099
696,10918.082
697,14647.317
698,9687.169
699,8542.195
700,12367.392
701,7813.5283
702,11556.227
703,14793.901
704,12697.805
705,10183.809
706,10333.015
707,12579.853
708,8809.499
709,8267.263
710,9441.988
711,11183.327
712,9606.973
713,10336.41
714,10578.393
715,8857.52
716,10711.85
717,8727.11
718,9445.768
719,9635.726
720,8220.282
721,10861.049
722,11559.537
723,10703.2
724,9416.845
725,7896.1587
726,10487.182
727,12910.3545
728,9612.467
729,10105.597
730,9963.674
731,9140.238
732,10027.691
733,9448.257
734,10521.424
735,11663.295
736,11129.118
737,9894.322
738,8973.456
739,10468.008
740,8963.332
741,10211.739
742,11447.715
743,10664.429
744,9593.473
745,8876.561
746,11487.253
747,10587.593
748,8561.268
749,9864.441
750,9485.355
751,10646.835
752,9620.121
753,12037.182
754,11002.33
755,9969.576
756,9699.742
757,9878.803
758,10037.946
759,9105.615
760,9862.994
761,8481.698
762,8301.697
763,11105.571
764,9571.722
765,10161.827
766,10592.717
767,10705.17
768,9514.128
769,11137.579
770,8591.741
771,9295.972
772,9854.168
773,10612.4795
774,7492.969
775,9152.951
776,12807.951
777,9717.397
778,10389.523
779,9541.343
780,12268.989
781,10146.212
782,8153.557
783,12985.9375
784,10561.061
785,10325.398
786,9396.884
787,10160.634
788,10586.494
789,12697.306
790,8667.821
791,8896.693
792,10753.344
793,7459.5503
794,10662.375
795,10370.622
796,11189.456
797,10462.681
798,11553.654
799,8669.998
800,11568.823
801,10340.383
802,9740.312
803,10499.327
804,10305.972
805,10498.57
806,10257.426
807,11374.789
808,10351.366
809,11045.122
810,9740.512
811,8666.826
812,10835.111
813,10210.855
814,11059.159
815,8489.893
816,10189.822
817,11210.974
818,11056.61
819,13142.761
820,9289.66
821,10488.89
822,8638.79
823,8809.219
824,10896.014
825,12499.719
826,9531.654
827,10325.563
828,9418.203
829,13227.602
830,13940.768
831,10257.595
832,8455.375
833,9232.088
834,8970.011
835,10668.489
836,12108.313
837,11469.369
838,10442.7295
839,10290.146
840,8375.557
841,386.03647
842,9017.588
843,7839.1396
844,13255.551
845,9379.443
846,8724.473
847,8302.201
848,7621.2026
849,9664.87
850,11658.729
851,10222.005
852,10269.413
853,9768.147
854,8932.803
855,13214.401
856,9375.187
857,9946.846
858,12589.604
859,13107.295
860,11172.095
861,10987.033
862,10278.502
863,12036.038
864,10779.144
865,8899.193
866,10344.868
867,11493.662
868,11599.32
869,11641.563
870,11291.704
871,9469.302
872,10301.588
873,10647.353
874,13960.428
875,11982.927
876,12071.319
877,11610.281
878,8472.145
879,10163.713
880,11125.081
881,11632.29
882,14520.914
883,10294.946
884,9578.179
885,9020.715
886,9285.9375
887,10129.341
888,13626.123
889,11942.853
890,10420.252
891,10248.498
892,10334.848
893,9629.55
894,11623.369
895,10537.419
896,11350.0625
897,8834.66
898,9911.456
899,10919.168
900,11556.156
901,10021.31
902,10981.9375
903,11483.533
904,14595.66
905,11239.451
906,11072.678
907,11093.652
908,13167.055
909,9931.249
910,11971.543
911,10880.655
912,10381.331
913,9631.026
914,9913.899
915,10314.676
916,9574.54
917,10625.961
918,11888.408
919,11065.275
920,12810.029
921,11520.991
922,14599.443
923,8851.862
924,11005.209
925,10498.661
926,11280.754
927,9138.465
928,11609.507
929,10699.263
930,10905.603
931,10360.553
932,10848.578
933,11313.74
934,9837.161
935,11036.132
936,11113.3955
937,12188.99
938,10685.846
939,9140.03
940,11125.743
941,10020.873
942,10275.938
943,10603.413
944,11312.145
945,11193.187
946,10127.078
947,11808.894
948,10664.07
949,9421.295
950,11642.697
951,10319.241
952,11707.027
953,11303.075
954,10261.814
955,9625.434
956,9828.186
957,11092.5
958,10292.247
959,11634.901
960,11423.662
961,10487.955
962,10701.655
963,9639.3955
964,12166.028
965,10309.292
966,9348.406
967,11236.567
968,11002.787
969,11270.092
970,12502.802
971,10944.168
972,12028.788
973,13121.352
974,12037.799
975,12878.604
976,10886.665
977,11058.904
978,10398.431
979,10785.656
980,11815.321
981,10377.988
982,11040.073
983,8590.929
984,10863.745
985,9991.755
986,10805.027
987,12526.072
988,8318.338
989,11236.459
990,10828.753
991,10737.773
992,10557.444
993,11771.502
994,11120.459
995,10019.024
996,11001.1875
997,10101.076
998,9424.434
999,9816.331
1000,9586.878
1001,13221.181
1002,10676.839
1003,9777.788
1004,11448.028
1005,9397.923
1006,10066.332
1007,13044.792
1008,11447.752
1009,12718.809
1010,12193.644
1011,10637.08
1012,10346.071
1013,11093.03
1014,9886.117
1015,14601.6875
1016,10166.505
1017,9867.549
1018,9901.989
1019,11828.54
1020,12097.98
1021,8443.352
1022,10125.444
1023,10804.294
1024,9104.459
1025,10278.463
1026,9515.789
1027,9772.304
1028,11367.964
1029,9655.105
1030,11720.534
1031,11003.508
1032,12384.397
1033,11484.712
1034,10269.758
1035,14082.82
1036,14165.709
1037,11117.853
1038,11144.283
1039,8261.966
1040,8827.413
1041,10763.939
1042,9226.908
1043,8982.844
1044,12828.479
1045,11200.003
1046,9948.643
1047,10021.256
1048,9334.304
1049,12694.34
1050,14014.419
1051,14354.394
1052,9230.549
1053,8291.456
1054,9852.779
1055,10110.996
1056,10579.319
1057,12495.753
1058,14183.269
1059,10932.981
1060,10422.767
1061,11489.984
1062,10142.525
1063,10481.776
1064,11997.131
1065,10758.714
1066,11425.736
1067,9586.317
1068,10399.373
1069,11243.855
1070,10636.446
1071,9925.045
1072,9771.888
1073,10882.644
1074,10403.073
1075,10580.963
1076,11218.45
1077,9214.529
1078,10761.531
1079,12289.031
1080,10821.436
1081,8826.102
1082,11162.281
1083,11257.544
1084,10263.681
1085,11697.401
1086,10758.23
1087,9796.493
1088,10487.057
1089,10849.281
1090,10889.629
1091,10263.631
1092,10730.534
1093,11892.044
1094,11857.747
1095,11624.687
1096,8510.924
1097,10197.406
1098,10594.179
1099,8808.238
1100,13989.124
1101,11426.62
1102,10008.359
1103,15498.216
1104,10492.494
1105,8891.624
1106,10942.965
1107,10727.338
1108,11730.035
1109,9457.407
1110,8708.432
1111,13367.505
1112,10122.265
1113,15200.552
1114,14330.094
1115,10620.156
1116,11816.954
1117,10851.057
1118,10768.028
1119,8996.217
1120,12451.317
1121,10846.914
1122,12548.295
1123,9111.632
1124,10719.807
1125,10411.623
1126,12330.307
1127,12019.066
1128,10988.512
1129,10423.824
1130,9784.126
1131,10361.689
1132,13376.206
1133,10368.328
1134,13298.763
1135,9769.786
1136,12777.844
1137,9750.231
1138,10883.354
1139,9566.551
1140,13184.449
1141,10050.54
1142,11395.878
1143,11004.672
1144,12918.942
1145,10856.732
1146,10062.513
1147,10336.443
1148,11767.251
1149,14785.687
1150,15005.969
1151,11093.673
1152,12036.345
1153,12847.883
1154,14066.437
1155,14550.207
1156,9332.705
1157,11825.687
1158,9211.819
1159,12083.283
1160,10586.148
1161,8279.037
1162,10402.702
1163,10766.956
1164,11600.454
1165,10126.367
1166,9387.972
1167,10309.599
1168,10319.966
1169,11184.98
1170,9574.293
1171,9277.527
1172,11872.602
1173,10779.416
1174,8620.655
1175,10458.891
1176,9116.227
1177,14191.691
1178,10938.199
1179,9917.575
1180,9848.878
1181,11586.329
1182,10671.95
1183,10509.9
1184,10493.521
1185,9715.113
1186,9359.713
1187,10632.537
1188,10307.886
1189,9828.467
1190,13151.993
1191,14003.947
1192,9712.201
1193,11282.584
1194,10083.0205
1195,10706.791
1196,10517.726
1197,9179.597
1198,10652.076
1199,8703.199
1200,10144.3955
1201,12419.454
1202,13086.3125
1203,11764.724
1204,11529.035
1205,10465.955
1206,13586.441
1207,10650.374
1208,8721.501
1209,10470.921
1210,11426.794
1211,11220.504
1212,10828.741
1213,10646.153
1214,10620.066
1215,12466.431
1216,14143.914
1217,10191.789
1218,13288.076
1219,11372.946
1220,10312.876
1221,9184.829
1222,9159.826
1223,9278.275
1224,9963.368
1225,9747.594
1226,11192.975
1227,11447.862
1228,11329.592
1229,10556.747
1230,9048.657
1231,11417.726
1232,11006.914
1233,10598.151
1234,11196.897
1235,13061.839
1236,8886.323
1237,8857.425
1238,9990.867
1239,10425.715
1240,13318.842
1241,8831.378
1242,9624.66
1243,12575.967
1244,12203.69
1245,11216.014
1246,11050.177
1247,12969.851
1248,10344.524
1249,9395.945
1250,9551.894
1251,11615.885
1252,8668.832
1253,10264.663
1254,10771.761
1255,10856.215
1256,10918.455
1257,10476.437
1258,10910.158
1259,10539.607
1260,12867.507
1261,14893.913
1262,10771.336
1263,11337.886
1264,10274.729
1265,13514.196
1266,13698.184
1267,10519.031
1268,12462.998
1269,11881.77
1270,10204.73
1271,9488.86
1272,11259.126
1273,9232.206
1274,9365.958
1275,10913.93
1276,11191.389
1277,12441.697
1278,10196.441
1279,9423.963
1280,10521.025
1281,8363.225
1282,10856.191
1283,12915.523
1284,11529.962
1285,9143.068
1286,10654.387
1287,9325.447
1288,10801.572
1289,11035.768
1290,12989.177
1291,9867.434
1292,10941.6
1293,8742.232
1294,11313.192
1295,9743.367
1296,11043.057
1297,8369.663
1298,11128.68
1299,11439.795
1300,10663.114
1301,13741.444
1302,9763.932
1303,10672.1455
1304,13113.888
1305,11754.978
1306,12042.645
1307,10479.078
1308,9328.791
1309,10573.588
1310,8296.919
1311,14664.805
1312,9780.471
1313,9450.292
1314,8564.249
1315,10953.555
1316,10711.231
1317,10396.149
1318,13049.171
1319,9142.261
1320,9116.281
1321,11255.715
1322,10985.366
1323,11006.728
1324,10518.822
1325,10887.857
1326,11294.596
1327,8844.767
1328,11151.794
1329,11231.977
1330,11812.637
1331,11888.95
1332,10565.762
1333,11423.625
1334,10287.619
1335,8122.357
1336,769.8053
1337,11600.111
1338,10876.113
1339,9949.296
1340,9553.125
1341,10630.855
1342,9134.922
1343,10394.022
1344,10646.818
1345,10093.289
1346,9397.649
1347,11748.584
1348,10382.251
1349,10269.014
1350,14595.885
1351,9181.976
1352,8822.701
1353,10897.27
1354,11034.608
1355,13596.87
1356,9649.547
1357,9628.778
1358,10763.031
1359,9273.107
1360,10597.133
1361,11043.194
1362,9579.324
1363,9210.914
1364,9481.647
1365,10789.837
1366,10039.87
1367,10266.152
1368,11327.3955
1369,10355.231
1370,10515.459
1371,11227.799
1372,11851.858
1373,11254.47
1374,10748.812
1375,11422.584
1376,10468.508
1377,12536.241
1378,11683.906
1379,11343.296
1380,11572.164
1381,11722.483
1382,9049.719
1383,10124.796
1384,9169.879
1385,10410.637
1386,11519.858
1387,10442.871
1388,8823.838
1389,11386.29
1390,9956.881
1391,10794.927
1392,8896.173
1393,10100.2295
1394,11634.737
1395,15756.21
1396,11033.553
1397,9281.923
1398,10653.413
1399,10674.768
1400,279.8612
1401,12338.235
1402,11326.178
1403,12475.234
1404,10960.428
1405,10993.62
1406,10783.662
1407,10805.102
1408,10155.058
1409,11045.422
1410,8749.657
1411,11310.555
1412,10006.167
1413,10144.269
1414,10857.113
1415,11328.294
1416,10238.872
1417,9744.081
1418,9741.831
1419,10198.734
1420,10940.17
1421,13281.387
1422,11375.43
1423,10849.503
1424,13623.969
1425,9104.351
1426,10553.341
1427,9416.139
1428,10976.527
1429,11473.319
1430,11134.688
1431,11059.387
1432,10396.475
1433,10092.104
1434,10639.2705
1435,11275.4
1436,10966.711
1437,10977.333
1438,9385.887
1439,9270.391
1440,10450.302
1441,15237.849
1442,10647.212
1443,10273.673
1444,9539.602
1445,9976.784
1446,9191.56
1447,11062.538
1448,12368.901
1449,10075.471
1450,9962.155
1451,15002.458
1452,13687.841
1453,7639.533
1454,9673.135
1455,11193.159
1456,9460.364
1457,8747.104
1458,10538.886
1459,9012.578
1460,9858.933
1461,9244.81
1462,10549.561
1463,10365.708
1464,9349.075
1465,10649.625
1466,9871.173
1467,10856.222
1468,11669.099
1469,10400.356
1470,9479.258
1471,11464.064
1472,11084.098
1473,13573.363
1474,10481.982
1475,9191.862
1476,9824.317
1477,10700.707
1478,10413.228
1479,10622.254
1480,9414.735
1481,12502.357
1482,12692.872
1483,9992.167
1484,9797.687
1485,10525.65
1486,8996.794
1487,9248.517
1488,9726.164
1489,8826.931
1490,12679.657
1491,9892.592
1492,9955.426
1493,10904.026
1494,9705.354
1495,11624.936
1496,9411.812
1497,12857.858
1498,11153.088
1499,10354.573
1500,10732.219
1501,9996.39
1502,9597.708
1503,12252.968
1504,10915.126
1505,10922.58
1506,12164.959
1507,8763.776
1508,9278.629
1509,10322.899
1510,10479.201
1511,10608.12
1512,9373.421
1513,14039.238
1514,10841.523
1515,11011.301
1516,10719.261
1517,11286.982
1518,10478.727
1519,9412.728
1520,9398.645
1521,12358.937
1522,10921.275
1523,9788.75
1524,10126.945
1525,10367.703
1526,9790.921
1527,11517.635
1528,8976.065
1529,11497.442
1530,10486.992
1531,10099.384
1532,8880.348
1533,944.53015
1534,10596.269
1535,8429.264
1536,8004.055
1537,10673.093
1538,9451.513
1539,8604.697
1540,9445.395
1541,11255.527
1542,10975.923
1543,10662.613
1544,9771.591
1545,8166.0464
1546,10280.408
1547,13260.813
1548,8034.185
1549,10071.898
1550,10447.344
1551,10536.121
1552,10822.755
1553,12397.113
1554,8970.605
1555,9190.756
1556,11555.556
1557,8806.287
1558,11461.149
1559,13619.317
1560,12958.2
1561,9920.944
1562,10596.069
1563,11807.158
1564,8486.608
1565,8118.3066
1566,10506.063
1567,10324.18
1568,9034.332
1569,11350.231
1570,10568.485
1571,9602.119
1572,11205.96
1573,8812.752
1574,10556.8955
1575,9784.399
1576,8189.433
1577,11804.039
1578,10518.728
1579,11310.405
1580,9389.894
1581,9145.383
1582,11019.858
1583,13077.456
1584,9909.087
1585,9858.65
1586,10800.187
1587,9223.684
1588,10694.882
1589,9319.786
1590,10154.352
1591,11029.364
1592,11625.695
1593,10095.867
1594,10054.729
1595,9789.193
1596,9539.047
1597,9886.669
1598,11316.474
1599,11288.119
1600,9642.464
1601,10196.066
1602,10236.588
1603,9124.829
1604,8223.117
1605,10811.092
1606,9210.59
1607,10543.435
1608,10561.246
1609,11059.024
1610,11665.611
1611,11151.548
1612,9221.309
1613,10498.952
1614,10170.381
1615,9783.3125
1616,10579.952
1617,9176.543
1618,7890.9946
1619,10835.657
1620,9184.374
1621,10729.345
1622,10656.914
1623,9994.597
1624,8919.245
1625,10505.409
1626,10172.831
1627,8783.4375
1628,10522.129
1629,10593.253
1630,7453.0234
1631,9128.496
1632,10873.148
1633,12005.358
1634,9755.901
1635,9394.125
1636,12725.526
1637,10190.35
1638,8172.979
1639,10994.501
1640,11344.613
1641,10630.547
1642,9228.86
1643,9709.892
1644,10888.36
1645,11886.856
1646,8761.729
1647,8726.268
1648,10122.839
1649,8294.599
1650,10188.644
1651,9727.458
1652,11884.665
1653,10528.889
1654,11435.758
1655,9146.74
1656,10547.315
1657,10342.648
1658,11117.306
1659,10301.866
1660,10379.742
1661,10855.276
1662,10547.65
1663,11905.203
1664,10054.662
1665,9959.958
1666,9678.064
1667,9960.787
1668,13231.547
1669,10779.027
1670,9958.188
1671,9384.341
1672,10020.871
1673,11682.441
1674,10487.68
1675,13380.278
1676,9132.63
1677,10139.362
1678,9572.699
1679,8990.904
1680,11251.165
1681,12968.787
1682,9162.633
1683,10395.677
1684,10216.663
1685,12133.33
1686,12648.948
1687,10099.836
1688,9496.4795
1689,9716.093
1690,9987.436
1691,10945.584
1692,12903.303
1693,10366.547
1694,8879.501
1695,10048.899
1696,8237.957
1697,693.9286
1698,10348.651
1699,8518.299
1700,10838.177
1701,8019.1704
1702,8196.456
1703,7896.387
1704,7524.9272
1705,9445.628
1706,9919.353
1707,9839.012
1708,10619.061
1709,11007.486
1710,9902.528
1711,13904.606
1712,9471.431
1713,9998.699
1714,12407.351
1715,13491.508
1716,11803.679
1717,12370.778
1718,10872.945
1719,12117.919
1720,11565.998
1721,8927.737
1722,10933.922
1723,11986.106
1724,13278.819
1725,12641.242
1726,11053.573
1727,10961.104
1728,10491.516
1729,11198.361
1730,13975.777
1731,11694.754
1732,12740.184
1733,11729.507
1734,9265.778
1735,10770.383
1736,10813.403
1737,12408.228
1738,15072.128
1739,11513.106
1740,10293.313
1741,9785.057
1742,9362.273
1743,10238.079
1744,13470.171
1745,12875.2295
1746,10609.533
1747,10034.606
1748,11503.754
1749,9808.354
1750,12336.318
1751,10821.345
1752,11534.765
1753,10491.983
1754,10484.815
1755,12889.132
1756,11561.115
1757,10150.721
1758,12098.371
1759,12553.861
1760,14745.607
1761,11942.382
1762,11941.155
1763,11094.1875
1764,13482.257
1765,12061.276
1766,12579.373
1767,10900.358
1768,10713.298
1769,10019.409
1770,10498.172
1771,12556.74
1772,11425.134
1773,11276.305
1774,12873.44
1775,12565.652
1776,12733.157
1777,11307.086
1778,14831.801
1779,9305.594
1780,11253.114
1781,11282.4375
1782,11680.417
1783,10757.795
1784,11849.954
1785,12159.846
1786,11727.044
1787,10759.175
1788,12285.776
1789,12440.796
1790,9847.705
1791,11802.597
1792,13211.168
1793,14198.377
1794,10988.708
1795,9597.499
1796,12612.461
1797,10749.214
1798,11707.323
1799,12311.211
1800,11515.27
1801,12111.07
1802,10551.551
1803,13054.897
1804,11951.948
1805,10082.41
1806,11499.948
1807,10483.245
1808,12709.111
1809,11432.51
1810,10220.814
1811,9778.696
1812,10552.018
1813,11601.134
1814,10840.552
1815,11164.564
1816,12132.597
1817,12097.084
1818,11749.854
1819,10072.559
1820,12197.896
1821,10396.771
1822,9355.799
1823,12658.54
1824,12153.209
1825,11124.903
1826,12474.894
1827,11085.093
1828,11920.556
1829,12488.732
1830,12210.247
1831,13206.973
1832,12331.805
1833,11085.117
1834,11141.325
1835,11816.113
1836,12960.531
1837,10738.349
1838,11176.9
1839,9051.02
1840,11430.363
1841,10558.192
1842,11227.791
1843,12101.978
1844,8640.316
1845,11142.913
1846,11306.2295
1847,11176.389
1848,10847.522
1849,12549.033
1850,11326.796
1851,10663.795
1852,10296.8955
1853,10909.035
1854,9419.523
1855,10267.295
1856,9866.447
1857,13336.243
1858,10809.27
1859,9745.099
1860,13342.065
1861,9645.02
1862,10732.444
1863,13168.592
1864,11357.699
1865,12133.648
