Store,Date,Sales,y_pred,residual
3,2015-07-03,8149.0,7691.9395,457.06055
3,2015-07-04,4482.0,4625.4937,-143.49365
3,2015-07-05,0.0,0.5450802,-0.5450802
3,2015-07-06,6736.0,6587.8203,148.17969
3,2015-07-07,6180.0,6106.3984,73.60156
3,2015-07-08,6347.0,6236.5947,110.40527
3,2015-07-09,6613.0,6138.4053,474.59473
3,2015-07-10,6316.0,6514.4243,-198.42432
3,2015-07-11,4011.0,4424.873,-413.87305
3,2015-07-12,0.0,1.7676901,-1.7676901
3,2015-07-13,9462.0,9514.393,-52.39258
3,2015-07-14,8625.0,8677.708,-52.708008
3,2015-07-15,8663.0,8366.342,296.6582
3,2015-07-16,7909.0,8028.8223,-119.822266
3,2015-07-17,6679.0,7171.9697,-492.96973
3,2015-07-18,4258.0,4145.707,112.29297
3,2015-07-19,0.0,14.520743,-14.520743
3,2015-07-20,5798.0,6279.0923,-481.0923
3,2015-07-21,5600.0,5783.944,-183.94385
3,2015-07-22,5414.0,5449.8984,-35.898438
3,2015-07-23,5702.0,5748.8403,-46.840332
3,2015-07-24,5080.0,5541.5557,-461.55566
3,2015-07-25,3878.0,3904.87,-26.870117
3,2015-07-26,0.0,-2.708779,2.708779
3,2015-07-27,8107.0,8979.88,-872.8799
3,2015-07-28,8864.0,8336.649,527.3506
3,2015-07-29,7610.0,7855.2847,-245.28467
3,2015-07-30,8977.0,8019.5693,957.43066
3,2015-07-31,8314.0,8879.419,-565.41895
4,2015-06-20,9374.0,8974.628,399.37207
4,2015-06-21,0.0,3.500902,-3.500902
4,2015-06-22,9118.0,8576.212,541.7881
4,2015-06-23,7635.0,7928.3306,-293.33057
4,2015-06-24,8048.0,7402.4585,645.5415
4,2015-06-25,7111.0,7483.8145,-372.81445
4,2015-06-26,7684.0,7855.613,-171.6128
4,2015-06-27,8989.0,9501.087,-512.0869
4,2015-06-28,0.0,0.42141813,-0.42141813
4,2015-06-29,11692.0,12650.28,-958.2803
4,2015-06-30,13106.0,13325.18,-219.17969
4,2015-07-01,11216.0,11199.366,16.63379
4,2015-07-02,10323.0,10468.768,-145.76758
4,2015-07-03,11543.0,10389.772,1153.2275
4,2015-07-04,9358.0,8681.604,676.3965
4,2015-07-05,0.0,11.272409,-11.272409
4,2015-07-06,9967.0,9671.383,295.6172
4,2015-07-07,8127.0,8232.048,-105.04785
4,2015-07-08,8620.0,8735.104,-115.103516
4,2015-07-09,9093.0,8545.593,547.4072
4,2015-07-10,9177.0,9036.074,140.92578
4,2015-07-11,10996.0,9956.334,1039.666
4,2015-07-12,0.0,35.10865,-35.10865
4,2015-07-13,13550.0,12595.286,954.71387
4,2015-07-14,12315.0,11678.569,636.43066
4,2015-07-15,11126.0,11298.319,-172.31934
4,2015-07-16,11432.0,10627.399,804.6006
4,2015-07-17,10514.0,10357.199,156.80078
4,2015-07-18,9703.0,9925.621,-222.6211
4,2015-07-19,0.0,46.48533,-46.48533
4,2015-07-20,10283.0,10197.825,85.174805
4,2015-07-21,9176.0,8584.196,591.8037
4,2015-07-22,8503.0,8337.196,165.80371
4,2015-07-23,7286.0,8486.65,-1200.6504
4,2015-07-24,8322.0,8141.55,180.4502
4,2015-07-25,9322.0,9488.391,-166.39062
4,2015-07-26,0.0,-2.766859,2.766859
4,2015-07-27,11812.0,12276.019,-464.01855
4,2015-07-28,10275.0,10565.351,-290.3506
4,2015-07-29,10514.0,9902.977,611.02344
4,2015-07-30,10387.0,10467.796,-80.7959
4,2015-07-31,13995.0,13666.547,328.45312
5,2015-06-20,2088.0,2097.7786,-9.778564
5,2015-06-21,0.0,-20.444109,20.444109
5,2015-06-22,3827.0,3937.1003,-110.10034
5,2015-06-23,3697.0,3941.1584,-244.15845
5,2015-06-24,4134.0,4070.3286,63.671387
5,2015-06-25,3325.0,3888.4233,-563.42334
5,2015-06-26,3799.0,4028.0474,-229.04736
5,2015-06-27,1876.0,2095.019,-219.01904
5,2015-06-28,0.0,-5.746602,5.746602
5,2015-06-29,7623.0,7744.225,-121.2251
5,2015-06-30,6635.0,7322.6978,-687.69775
5,2015-07-01,6253.0,6137.4746,115.52539
5,2015-07-02,6035.0,5674.63,360.37012
5,2015-07-03,4475.0,5612.4937,-1137.4937
5,2015-07-04,2240.0,2147.1091,92.89087
5,2015-07-05,0.0,-14.646138,14.646138
5,2015-07-06,4328.0,4476.5405,-148.54053
5,2015-07-07,4036.0,4007.8757,28.124268
5,2015-07-08,4990.0,4544.3335,445.6665
5,2015-07-09,4601.0,4304.733,296.2671
5,2015-07-10,4252.0,4264.0835,-12.083496
5,2015-07-11,2023.0,2005.4077,17.592285
5,2015-07-12,0.0,-6.2030735,6.2030735
5,2015-07-13,7425.0,7346.5527,78.447266
5,2015-07-14,6144.0,6207.003,-63.00293
5,2015-07-15,6323.0,5720.99,602.00977
5,2015-07-16,4963.0,5422.014,-459.01416
5,2015-07-17,4355.0,4747.5283,-392.52832
5,2015-07-18,2108.0,2134.8008,-26.800781
5,2015-07-19,0.0,23.476469,-23.476469
5,2015-07-20,4183.0,4246.336,-63.335938
5,2015-07-21,3497.0,3871.5415,-374.5415
5,2015-07-22,3595.0,3919.3835,-324.38354
5,2015-07-23,3713.0,3807.3958,-94.39575
5,2015-07-24,3815.0,3795.7708,19.229248
5,2015-07-25,2030.0,1766.6333,263.3667
5,2015-07-26,0.0,-23.064724,23.064724
5,2015-07-27,7059.0,7043.7974,15.202637
5,2015-07-28,6083.0,5820.822,262.17822
5,2015-07-29,5899.0,5607.5796,291.4204
5,2015-07-30,4943.0,5666.2983,-723.29834
5,2015-07-31,4822.0,5559.8403,-737.84033
6,2015-06-20,2793.0,2770.086,22.914062
6,2015-06-21,0.0,-24.518251,24.518251
6,2015-06-22,3641.0,4101.7783,-460.77832
6,2015-06-23,3829.0,3939.0798,-110.079834
6,2015-06-24,3970.0,3940.0774,29.922607
6,2015-06-25,3861.0,3952.7744,-91.774414
6,2015-06-26,4215.0,3995.1643,219.8357
6,2015-06-27,3078.0,2971.5103,106.489746
6,2015-06-28,0.0,-5.745104,5.745104
6,2015-06-29,6995.0,6973.691,21.309082
6,2015-06-30,7427.0,6903.113,523.8872
6,2015-07-01,5804.0,6174.0986,-370.09863
6,2015-07-02,5335.0,5366.005,-31.004883
6,2015-07-03,4594.0,5196.04,-602.04004
6,2015-07-04,2979.0,2816.1296,162.87036
6,2015-07-05,0.0,-5.0973077,5.0973077
6,2015-07-06,4508.0,4667.2256,-159.22559
6,2015-07-07,4021.0,4161.699,-140.69922
6,2015-07-08,4072.0,4368.455,-296.45508
6,2015-07-09,4095.0,4173.32,-78.319824
6,2015-07-10,4530.0,4173.069,356.93115
6,2015-07-11,3134.0,2997.8782,136.12183
6,2015-07-12,0.0,-7.1890855,7.1890855
6,2015-07-13,6827.0,6413.5933,413.40674
6,2015-07-14,5758.0,5791.984,-33.983887
6,2015-07-15,4582.0,5264.7847,-682.78467
6,2015-07-16,5115.0,4919.3643,195.63574
6,2015-07-17,4422.0,4774.4136,-352.41357
6,2015-07-18,2915.0,3006.6482,-91.64819
6,2015-07-19,0.0,26.12395,-26.12395
6,2015-07-20,4301.0,4275.1206,25.879395
6,2015-07-21,3720.0,3910.576,-190.57593
6,2015-07-22,3469.0,3706.9543,-237.95435
6,2015-07-23,3482.0,3700.4326,-218.43262
6,2015-07-24,3804.0,3687.8596,116.14038
6,2015-07-25,2892.0,2743.0752,148.9248
6,2015-07-26,0.0,-29.302994,29.302994
6,2015-07-27,5723.0,6149.1475,-426.14746
6,2015-07-28,4839.0,5231.8506,-392.8506
6,2015-07-29,5275.0,4519.6216,755.3784
6,2015-07-30,4790.0,5016.943,-226.94287
6,2015-07-31,5651.0,5622.415,28.58496
7,2015-06-20,5572.0,6255.133,-683.1328
7,2015-06-21,0.0,-5.0692387,5.0692387
7,2015-06-22,7917.0,7699.712,217.28809
7,2015-06-23,7861.0,7742.3667,118.6333
7,2015-06-24,6913.0,7272.8545,-359.8545
7,2015-06-25,6875.0,7082.8867,-207.88672
7,2015-06-26,7352.0,7782.35,-430.3501
7,2015-06-27,6519.0,6124.5005,394.4995
7,2015-06-28,0.0,-8.270399,8.270399
7,2015-06-29,13689.0,13617.194,71.805664
7,2015-06-30,14838.0,14013.0205,824.9795
7,2015-07-01,11024.0,11311.422,-287.42188
7,2015-07-02,10996.0,10461.67,534.3301
7,2015-07-03,11976.0,10437.254,1538.7461
7,2015-07-04,6559.0,6558.513,0.4868164
7,2015-07-05,0.0,19.466066,-19.466066
7,2015-07-06,10790.0,10067.99,722.00977
7,2015-07-07,9207.0,9333.799,-126.79883
7,2015-07-08,9204.0,8722.429,481.5713
7,2015-07-09,9608.0,8985.483,622.5166
7,2015-07-10,9499.0,9364.213,134.78711
7,2015-07-11,6425.0,6672.0728,-247.07275
7,2015-07-12,0.0,36.967148,-36.967148
7,2015-07-13,13250.0,13501.501,-251.50098
7,2015-07-14,12294.0,12030.68,263.3203
7,2015-07-15,10095.0,10811.3545,-716.3545
7,2015-07-16,10774.0,10681.561,92.43945
7,2015-07-17,10339.0,10310.321,28.67871
7,2015-07-18,6861.0,6576.4746,284.5254
7,2015-07-19,0.0,17.537664,-17.537664
7,2015-07-20,10159.0,9764.269,394.73145
7,2015-07-21,9169.0,8770.702,398.29785
7,2015-07-22,8214.0,8333.169,-119.168945
7,2015-07-23,9550.0,9215.135,334.86523
7,2015-07-24,9203.0,9150.739,52.260742
7,2015-07-25,6574.0,6468.622,105.37793
7,2015-07-26,0.0,29.4645,-29.4645
7,2015-07-27,14869.0,13796.8125,1072.1875
7,2015-07-28,12342.0,12397.366,-55.36621
7,2015-07-29,12074.0,11629.181,444.81934
7,2015-07-30,11560.0,12524.325,-964.3252
7,2015-07-31,15344.0,14608.45,735.5498
8,2015-06-20,3611.0,3120.3235,490.6765
8,2015-06-21,0.0,-23.818563,23.818563
8,2015-06-22,4796.0,5329.195,-533.1948
8,2015-06-23,5501.0,5198.917,302.083
8,2015-06-24,5005.0,5258.352,-253.35205
8,2015-06-25,5956.0,5245.5854,710.41455
8,2015-06-26,5016.0,5443.8433,-427.84326
8,2015-06-27,3611.0,3572.8564,38.143555
8,2015-06-28,0.0,-16.479301,16.479301
8,2015-06-29,10444.0,10084.081,359.91895
8,2015-06-30,9836.0,9344.8,491.2002
8,2015-07-01,8523.0,8244.598,278.40234
8,2015-07-02,8658.0,8007.723,650.27686
8,2015-07-03,6535.0,7360.7446,-825.7446
8,2015-07-04,3418.0,3413.6401,4.3598633
8,2015-07-05,0.0,-16.930206,16.930206
8,2015-07-06,6740.0,6391.8203,348.1797
8,2015-07-07,5365.0,5751.372,-386.37207
8,2015-07-08,5322.0,5756.495,-434.49512
8,2015-07-09,5602.0,6068.7134,-466.71338
8,2015-07-10,6067.0,5528.8994,538.1006
8,2015-07-11,3707.0,3303.2153,403.78467
8,2015-07-12,0.0,16.487219,-16.487219
8,2015-07-13,9117.0,9726.165,-609.16504
8,2015-07-14,8845.0,8209.381,635.61914
8,2015-07-15,7932.0,7938.498,-6.498047
8,2015-07-16,8808.0,7629.7314,1178.2686
8,2015-07-17,6728.0,7129.6963,-401.6963
8,2015-07-18,3813.0,3559.2593,253.74072
8,2015-07-19,0.0,11.700359,-11.700359
8,2015-07-20,5956.0,5984.892,-28.89209
8,2015-07-21,5168.0,5402.9346,-234.93457
8,2015-07-22,4996.0,4964.936,31.063965
8,2015-07-23,6109.0,5523.192,585.8081
8,2015-07-24,4917.0,5368.0444,-451.04443
8,2015-07-25,3288.0,3443.2986,-155.29858
8,2015-07-26,0.0,-14.813932,14.813932
8,2015-07-27,8739.0,8789.6875,-50.6875
8,2015-07-28,6717.0,7374.835,-657.83496
8,2015-07-29,7029.0,6692.4,336.6001
8,2015-07-30,8420.0,7624.3335,795.6665
8,2015-07-31,8492.0,8156.5396,335.46045
9,2015-06-20,6179.0,6209.125,-30.125
9,2015-06-21,0.0,2.987452,-2.987452
9,2015-06-22,6121.0,6535.482,-414.48193
9,2015-06-23,5714.0,6173.208,-459.208
9,2015-06-24,6888.0,5760.258,1127.7422
9,2015-06-25,6674.0,6325.878,348.12207
9,2015-06-26,6549.0,6531.5303,17.469727
9,2015-06-27,7069.0,6215.8257,853.1743
9,2015-06-28,0.0,-30.954796,30.954796
9,2015-06-29,13457.0,12279.985,1177.0146
9,2015-06-30,10447.0,10683.465,-236.46484
9,2015-07-01,8490.0,8810.813,-320.81348
9,2015-07-02,8395.0,7884.802,510.19824
9,2015-07-03,8363.0,8260.512,102.48828
9,2015-07-04,6223.0,6523.8013,-300.80127
9,2015-07-05,0.0,-4.623567,4.623567
9,2015-07-06,7758.0,7659.7295,98.27051
9,2015-07-07,6940.0,6210.1323,729.8677
9,2015-07-08,5621.0,6570.7974,-949.79736
9,2015-07-09,6285.0,6444.6206,-159.6206
9,2015-07-10,6007.0,6515.455,-508.45508
9,2015-07-11,5076.0,6118.568,-1042.5679
9,2015-07-12,0.0,0.717005,-0.717005
9,2015-07-13,10399.0,10604.974,-205.97363
9,2015-07-14,7841.0,8613.715,-772.71484
9,2015-07-15,7013.0,7537.6123,-524.6123
9,2015-07-16,8113.0,7593.2793,519.7207
9,2015-07-17,6845.0,7177.512,-332.5122
9,2015-07-18,5987.0,5873.13,113.87012
9,2015-07-19,0.0,8.705722,-8.705722
9,2015-07-20,7152.0,6947.873,204.12695
9,2015-07-21,5873.0,5927.95,-54.950195
9,2015-07-22,5649.0,5478.093,170.90723
9,2015-07-23,6471.0,5966.139,504.86084
9,2015-07-24,5464.0,5901.0723,-437.07227
9,2015-07-25,5330.0,5275.993,54.006836
9,2015-07-26,0.0,-25.712933,25.712933
9,2015-07-27,10649.0,10454.348,194.65234
9,2015-07-28,8751.0,8242.692,508.30762
9,2015-07-29,7776.0,7784.01,-8.009766
9,2015-07-30,7539.0,8001.1895,-462.18945
9,2015-07-31,8565.0,8774.913,-209.91309
10,2015-06-20,4736.0,5140.926,-404.92578
10,2015-06-21,0.0,-17.803368,17.803368
10,2015-06-22,4264.0,5285.585,-1021.58496
10,2015-06-23,5244.0,4751.902,492.09814
10,2015-06-24,4896.0,5055.9775,-159.97754
10,2015-06-25,5018.0,4898.7817,119.21826
10,2015-06-26,4771.0,5192.538,-421.5381
10,2015-06-27,4595.0,5139.172,-544.1719
10,2015-06-28,0.0,-11.85104,11.85104
10,2015-06-29,8057.0,8075.6934,-18.69336
10,2015-06-30,8565.0,7793.8076,771.1924
10,2015-07-01,7896.0,7253.331,642.66895
10,2015-07-02,6317.0,6810.351,-493.35107
10,2015-07-03,5915.0,6339.604,-424.604
10,2015-07-04,5120.0,4777.446,342.5542
10,2015-07-05,0.0,-1.8340238,1.8340238
10,2015-07-06,6143.0,5916.55,226.4502
10,2015-07-07,5476.0,5475.3115,0.68847656
10,2015-07-08,4865.0,5579.0464,-714.0464
10,2015-07-09,4871.0,5336.4756,-465.4756
10,2015-07-10,5747.0,5241.3374,505.6626
10,2015-07-11,4636.0,5011.793,-375.79297
10,2015-07-12,0.0,19.392744,-19.392744
10,2015-07-13,6757.0,7930.814,-1173.814
10,2015-07-14,7491.0,6740.077,750.92285
10,2015-07-15,6423.0,6864.8154,-441.81543
10,2015-07-16,6275.0,6264.7646,10.235352
10,2015-07-17,5356.0,6132.6396,-776.63965
10,2015-07-18,5761.0,4897.669,863.33105
10,2015-07-19,0.0,14.107834,-14.107834
10,2015-07-20,6111.0,5519.9243,591.0757
10,2015-07-21,6479.0,5498.7725,980.22754
10,2015-07-22,5561.0,5224.942,336.0581
10,2015-07-23,6401.0,5113.306,1287.6938
10,2015-07-24,6152.0,5320.4756,831.5244
10,2015-07-25,4713.0,4874.3223,-161.32227
10,2015-07-26,0.0,-29.648716,29.648716
10,2015-07-27,7212.0,7292.1606,-80.160645
10,2015-07-28,6140.0,7008.2637,-868.2637
10,2015-07-29,5524.0,6307.332,-783.33203
10,2015-07-30,6186.0,6193.899,-7.898926
10,2015-07-31,7185.0,7095.54,89.45996
11,2015-06-20,5293.0,5290.861,2.1391602
11,2015-06-21,0.0,-1.7332302,1.7332302
11,2015-06-22,6155.0,6411.417,-256.417
11,2015-06-23,6003.0,6174.2144,-171.21436
11,2015-06-24,5702.0,6411.8306,-709.83057
11,2015-06-25,6012.0,5809.8433,202.15674
11,2015-06-26,6102.0,6113.408,-11.408203
11,2015-06-27,6001.0,5779.2993,221.70068
11,2015-06-28,0.0,14.958513,-14.958513
11,2015-06-29,11296.0,11203.766,92.234375
11,2015-06-30,11706.0,11762.016,-56.015625
11,2015-07-01,9599.0,9202.168,396.83203
11,2015-07-02,7961.0,8332.696,-371.6963
11,2015-07-03,7689.0,7494.6494,194.35059
11,2015-07-04,5372.0,5285.9824,86.01758
11,2015-07-05,0.0,-19.440973,19.440973
11,2015-07-06,7135.0,7307.4287,-172.42871
11,2015-07-07,6620.0,6234.3174,385.68262
11,2015-07-08,6907.0,7283.361,-376.36084
11,2015-07-09,6595.0,6850.4834,-255.4834
11,2015-07-10,6979.0,6776.95,202.0498
11,2015-07-11,5756.0,5536.139,219.86084
11,2015-07-12,0.0,8.333987,-8.333987
11,2015-07-13,10434.0,9504.509,929.4912
11,2015-07-14,9319.0,8971.559,347.4414
11,2015-07-15,9645.0,9309.048,335.95215
11,2015-07-16,8149.0,8493.462,-344.4619
11,2015-07-17,7757.0,7476.176,280.82422
11,2015-07-18,5740.0,5495.045,244.95508
11,2015-07-19,0.0,9.015751,-9.015751
11,2015-07-20,7733.0,7089.7783,643.2217
11,2015-07-21,6315.0,6407.302,-92.30176
11,2015-07-22,7185.0,6253.049,931.9512
11,2015-07-23,6151.0,6440.9897,-289.98975
11,2015-07-24,6192.0,6190.892,1.1079102
11,2015-07-25,4712.0,5380.3223,-668.32227
11,2015-07-26,0.0,-18.262018,18.262018
11,2015-07-27,8796.0,9542.345,-746.3447
11,2015-07-28,6938.0,8101.352,-1163.352
11,2015-07-29,8378.0,8107.0894,270.91064
11,2015-07-30,7361.0,8243.243,-882.24316
11,2015-07-31,10457.0,10306.815,150.18457
12,2015-06-20,6602.0,5658.173,943.82715
12,2015-06-21,0.0,4.1215954,-4.1215954
12,2015-06-22,5525.0,5952.368,-427.36816
12,2015-06-23,6046.0,5918.1416,127.8584
12,2015-06-24,5403.0,6168.946,-765.9458
12,2015-06-25,6205.0,5781.338,423.6621
12,2015-06-26,6275.0,6252.9263,22.07373
12,2015-06-27,6546.0,6394.83,151.16992
12,2015-06-28,0.0,7.851442,-7.851442
12,2015-06-29,13738.0,13505.6,232.40039
12,2015-06-30,13704.0,13541.952,162.04785
12,2015-07-01,7765.0,8495.165,-730.16504
12,2015-07-02,7886.0,7826.2285,59.771484
12,2015-07-03,7311.0,7709.4688,-398.46875
12,2015-07-04,5119.0,5554.7295,-435.7295
12,2015-07-05,0.0,-20.455564,20.455564
12,2015-07-06,6226.0,6822.26,-596.25977
12,2015-07-07,5808.0,5518.997,289.00293
12,2015-07-08,6350.0,6402.723,-52.723145
12,2015-07-09,6090.0,6455.845,-365.8452
12,2015-07-10,6730.0,6112.805,617.1948
12,2015-07-11,6612.0,5824.7217,787.2783
12,2015-07-12,0.0,2.0746691,-2.0746691
12,2015-07-13,11730.0,11210.538,519.4619
12,2015-07-14,9336.0,9595.03,-259.03027
12,2015-07-15,10008.0,9125.518,882.4824
12,2015-07-16,9234.0,8746.144,487.85645
12,2015-07-17,7684.0,8136.424,-452.42383
12,2015-07-18,7213.0,6388.823,824.17676
12,2015-07-19,0.0,14.116077,-14.116077
12,2015-07-20,6754.0,6616.716,137.28418
12,2015-07-21,6314.0,6061.994,252.00586
12,2015-07-22,6201.0,5858.7227,342.27734
12,2015-07-23,5784.0,6349.3516,-565.35156
12,2015-07-24,6078.0,6058.941,19.059082
12,2015-07-25,5185.0,5764.703,-579.7031
12,2015-07-26,0.0,-23.85863,23.85863
12,2015-07-27,10227.0,10588.936,-361.93555
12,2015-07-28,8822.0,8922.568,-100.56836
12,2015-07-29,9236.0,8552.06,683.9404
12,2015-07-30,7996.0,8854.827,-858.82715
12,2015-07-31,8959.0,9390.39,-431.38965
13,2015-06-20,4391.0,4470.0166,-79.0166
13,2015-06-21,0.0,-20.520649,20.520649
13,2015-06-22,2603.0,3436.9963,-833.99634
13,2015-06-23,3681.0,3533.2075,147.79248
13,2015-06-24,3056.0,3423.7043,-367.70435
13,2015-06-25,5830.0,4181.2573,1648.7427
13,2015-06-26,3702.0,4084.8738,-382.87378
13,2015-06-27,4801.0,4633.9663,167.03369
13,2015-06-28,0.0,-29.687773,29.687773
13,2015-06-29,6741.0,7832.4224,-1091.4224
13,2015-06-30,6110.0,6835.078,-725.0781
13,2015-07-01,6796.0,5754.44,1041.56
13,2015-07-02,5652.0,5685.973,-33.973145
13,2015-07-03,8948.0,6320.6265,2627.3735
13,2015-07-04,3906.0,4178.839,-272.83887
13,2015-07-05,0.0,-45.092964,45.092964
13,2015-07-06,3055.0,3760.1824,-705.1824
13,2015-07-07,3129.0,3400.1956,-271.19556
13,2015-07-08,3709.0,3890.0479,-181.04785
13,2015-07-09,4350.0,4526.183,-176.1831
13,2015-07-10,3639.0,4034.8967,-395.89673
13,2015-07-11,4031.0,4258.1055,-227.10547
13,2015-07-12,0.0,-5.853015,5.853015
13,2015-07-13,7525.0,7225.0713,299.9287
13,2015-07-14,6422.0,6335.9683,86.03174
13,2015-07-15,10334.0,6887.6045,3446.3955
13,2015-07-16,5921.0,6700.3306,-779.33057
13,2015-07-17,5740.0,6040.7744,-300.7744
13,2015-07-18,4956.0,4307.7827,648.2173
13,2015-07-19,0.0,-5.119317,5.119317
13,2015-07-20,3868.0,4091.084,-223.08398
13,2015-07-21,3080.0,3670.5635,-590.5635
13,2015-07-22,3164.0,3515.1252,-351.12524
13,2015-07-23,3959.0,4210.566,-251.56592
13,2015-07-24,3483.0,3613.543,-130.54297
13,2015-07-25,4361.0,4114.9707,246.0293
13,2015-07-26,0.0,-13.246226,13.246226
13,2015-07-27,7926.0,7544.2163,381.7837
13,2015-07-28,6819.0,6615.6865,203.31348
13,2015-07-29,6648.0,6977.7666,-329.7666
13,2015-07-30,7648.0,7113.481,534.51904
13,2015-07-31,8821.0,8724.542,96.45801
14,2015-06-20,3472.0,3571.1755,-99.17554
14,2015-06-21,0.0,-0.6165005,0.6165005
14,2015-06-22,4687.0,4844.6387,-157.63867
14,2015-06-23,5346.0,4858.2666,487.7334
14,2015-06-24,5344.0,4793.0757,550.9243
14,2015-06-25,5089.0,4870.46,218.54004
14,2015-06-26,5232.0,5164.624,67.37598
14,2015-06-27,3498.0,3571.6277,-73.627686
14,2015-06-28,0.0,32.13336,-32.13336
14,2015-06-29,8671.0,8874.199,-203.19922
14,2015-06-30,10175.0,9162.62,1012.3799
14,2015-07-01,5881.0,5667.0747,213.9253
14,2015-07-02,6153.0,5685.377,467.62305
14,2015-07-03,6252.0,6124.318,127.68213
